v1,v2,,,
ham,Then she buying today? �� no need to c meh...,,,
ham,Aight sorry I take ten years to shower. What's the plan?,,,
ham,Every monday..nxt week vl be completing..,,,
ham,Might ax well im there.,,,
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,,,
ham,Yeah I'll try to scrounge something up,,,
ham,Crazy ar he's married. �� like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,,,
ham,Were somewhere on Fredericksburg,,,
ham,Que pases un buen tiempo or something like that,,,
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,,,
ham,She doesnt need any test.,,,
ham,"Nothing much, chillin at home. Any super bowl plan?",,,
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 �3/wk",,,
ham,Bugis oso near wat... ,,,
ham,Yo theres no class tmrw right?,,,
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,,,
ham,"Goodnight, sleep well da please take care pa. Please.",,,
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,,,
ham,Convey my regards to him,,,
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,,,
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",,,
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,,,
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",,,
ham,Yo dude guess who just got arrested the other day,,,
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,,,
ham,What does the dance river do?,,,
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",,,
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,,,
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough ��_",,,
ham,Alright. I'm out--have a good night!,,,
ham,Did you try making another butt.,,,
ham,Hope you are feeling great. Pls fill me in. Abiola,,,
ham,I though we shd go out n have some fun so bar in town or something ��� sound ok?,,,
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",,,
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY �1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",,,
ham,We're finally ready fyi,,,
ham,Auntie huai juan never pick up her phone,,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
ham,"Ya tel, wats ur problem..",,,
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
ham,i dnt wnt to tlk wid u,,,
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",,,
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,,,
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,,,
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,,,
ham,All e best 4 ur exam later.,,,
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,,,
ham,Oh k.i think most of wi and nz players unsold.,,,
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",,,
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",,,
ham,"Haha just kidding, papa needs drugs",,,
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",,,
ham,Oh ok..,,,
ham,R we still meeting 4 dinner tonight?,,,
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,,,
ham,Shall i start from hear.,,,
ham,Then we wait 4 u lor... No need 2 feel bad lar...,,,
ham,No did you check? I got his detailed message now,,,
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",,,
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,,,
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
ham,cool. We will have fun practicing making babies!,,,
ham,Actually getting ready to leave the house.,,,
ham,K..k..any special today?,,,
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",,,
ham,Then we gotta do it after that,,,
ham,"I've got ten bucks, jay is being noncomittal",,,
ham,Where at were hungry too,,,
ham,Pls speak to that customer machan.,,,
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,,,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,,,
ham,So wats ur opinion abt him and how abt is character?,,,
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,,,
ham,No..few hours before.went to hair cut .,,,
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,,,
ham,Lmao. Take a pic and send it to me.,,,
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",,,
ham,No. She's currently in scotland for that.,,,
ham,Do you work all this week ?,,,
spam,Congratulations ur awarded either �500 of CD gift vouchers & Free entry 2 our �100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,,,
ham,Lol great now im getting hungry.,,,
ham,Yes.. now only saw your message..,,,
ham,I'll be at mu in like  &lt;#&gt;  seconds,,,
ham,Ok...,,,
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,,,
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"," I'll come up""",,
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,,,
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,,,
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",,,
ham,Thanks for ve lovely wisheds. You rock,,,
ham,You intrepid duo you! Have a great time and see you both soon. ,,,
ham,I asked sen to come chennai and search for job.,,,
ham,Dad went out oredi... ,,,
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",,,
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,,,
ham,"Arms fine, how's Cardiff and uni? ",,,
ham,In fact when do you leave? I think addie goes back to school tues or wed,,,
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",,,
ham,Ya:)going for restaurant..,,,
ham,"Its ok., i just askd did u knw tht no?",,,
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or �250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,,,
ham,Those ducking chinchillas,,,
ham,I am in a marriage function,,,
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,,,
ham,Don���t give a flying monkeys wot they think and I certainly don���t mind. Any friend of mine and all that!,,,
spam,As a registered optin subscriber ur draw 4 �100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,,,
ham,say thanks2. ,,,
ham,Msg me when rajini comes.,,,
ham,Ya! when are �_ taking ure practical lessons? I start in june..  ,,,
ham,"That's good, because I need drugs",,,
ham,Stupid.its not possible,,,
ham,Can �_ all decide faster cos my sis going home liao..,,,
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,,,
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,,,
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls�1/minmoremobsEMSPOBox45PO139WA,,,
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,,,
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",,,
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,,,
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a �2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",,,
ham,Ok good then i later come find �_... C lucky i told �_ to go earlier... Later pple take finish �_ no more again...,,,
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,,,
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",,,
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,,,
ham,I wont touch you with out your permission.,,,
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls�1/minMobsmoreLKPOBOX177HP51FL,,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
ham,Take some small dose tablet for fever,,,
ham,Oh. U must have taken your REAL Valentine out shopping first.,,,
ham,"Just sent you an email ��� to an address with incomm in it, is that right?",,,
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",,,
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",,,
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",,,
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,,,
ham,Why you keeping me away like this,,,
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,,,
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,,,
ham,Have you always been saying welp?,,,
ham,"I'm a guy, browsin is compulsory",,,
ham,Ok..
